id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
850518,Prime east-side location,3354999,Mollie,,78702,30.26348,-97.7202,Entire home/apt,150,2,62,2019-03-24,0.83,1,38
860116,Artist's Home in Barton Hills/Zilker,4504611,J L,,78704,30.25199,-97.77812,Entire home/apt,400,3,7,2018-12-20,0.09,1,173
860402,Austin Downtown Urban Oasis - 2 br 1 1/2 bath,4506424,Abby,,78701,30.27092,-97.74683,Entire home/apt,100,30,4,2019-01-28,0.06,1,362
860792,Cool Zip 78704 Zilker Bungalow,4432914,Janine,,78704,30.26083,-97.76213,Entire home/apt,650,2,29,2019-03-13,0.39,1,353
864954,♥ of Downtown/Free Parking/Sleeps 10 in 9 beds! ♥,974631,Austin,,78701,30.26607,-97.74292,Entire home/apt,395,1,127,2019-04-21,1.67,11,42
867123,"Eastside Pad with Garage, Bikes & Ping Pong!",3468228,Jules & Lance,,78702,30.25093,-97.72231,Entire home/apt,100,2,51,2019-04-13,0.67,2,167
867806,Beautiful Allandale Flat,245617,Peter,,78756,30.33193,-97.74269,Entire home/apt,85,30,3,2016-03-19,0.07,1,164
868560,Cozy East Side cottage,4555015,Francis,,78702,30.25548,-97.7317,Entire home/apt,375,2,6,2019-03-14,0.08,1,364
878464,SXSW Haven: Bungalow in the Heart of East Austin,4160337,Amenity,,78702,30.27651,-97.71919,Entire home/apt,500,2,3,2019-03-14,0.04,1,0
879070,Harmony House (1 room w/ 2 beds) Central Austin,582827,Troy,,78731,30.32056,-97.7495,Private room,59,2,146,2019-05-05,1.95,2,173
880568,4/2 Central Austin House for SXSW,3531112,Jason,,78752,30.33973,-97.71057,Entire home/apt,700,3,0,,,1,365
882057,Bouldin luxury walk to everything,4666615,Christy,,78704,30.25714,-97.7569,Entire home/apt,620,2,24,2018-03-13,0.32,1,10
883802,"Urban Homestead, 5 minutes to downtown",880571,Angel,,78702,30.27204,-97.72384,Private room,75,2,262,2019-04-25,3.44,10,322
883970,Modern Apt in excellent SOCO location!,4681431,Susan,,78704,30.24575,-97.748,Entire home/apt,155,2,13,2019-03-16,0.30,1,251
887228,Charming 3/2 near Downtown & SXSW Festival,4703319,Marc,,78704,30.25051,-97.77129,Entire home/apt,525,2,2,2016-10-11,0.03,1,133
890163,Modern Crash Pad on Holly St.,4725234,Roman & Andrea,,78702,30.25326,-97.72617,Entire home/apt,179,2,90,2019-05-09,1.64,2,57
890188,Luxury Home in 78704 (Zilker),14156,Amy,,78704,30.2601,-97.76518,Entire home/apt,1800,3,3,2019-03-11,0.05,2,180
890680,Lovely 3/2 House in Barton Hills,3757314,Kathy,,78704,30.25266,-97.78441,Entire home/apt,495,2,4,2017-05-21,0.05,1,365
892124,Modern S. Austin Garage Apartment,4740421,Dan & Erin,,78704,30.24617,-97.76967,Entire home/apt,119,2,121,2019-05-05,1.61,1,352
894743,Tucked Away SoCo Treehouse - 78704,3539325,Garret,,78704,30.23429,-97.75383,Entire home/apt,109,30,45,2019-04-10,0.60,3,255
895352,East Austin House SXSW,3701946,Kristin,,78702,30.28087,-97.70546,Entire home/apt,600,3,6,2018-03-14,0.08,1,0
899946,Private Cottage close to Downtown,4804726,Ariel,,78702,30.26648,-97.71475,Entire home/apt,165,2,26,2018-05-27,0.35,1,0
900372,Austin Gem -Downtown House -Perfect for SXSW !,423474,Crystal,,78741,30.24334,-97.73184,Private room,300,2,3,2016-03-15,0.05,1,364
904033,Modern Multi level home in Downtown East Austin,4744041,Cj,,78702,30.27512,-97.71497,Entire home/apt,800,2,2,2019-02-22,0.07,2,365
904197,1 mile to downtown-Huge Eco-House,4835562,Paula,,78702,30.25383,-97.72425,Entire home/apt,450,2,4,2017-03-18,0.06,1,180
904354,Rare Wild West-style compound nr DT,1772568,David,,78702,30.26069,-97.72331,Entire home/apt,650,2,159,2019-04-22,2.12,1,291
905360,CENTRAL & CHARMING  ~ 3 Bedr ~ Sapphire House ~,1163788,Olivia,,78702,30.27961,-97.71591,Entire home/apt,179,3,153,2019-05-05,2.04,6,141
908424,"Big House in SoCo - Perfect for SXSW, ACL, F1!",4868171,Bill,,78704,30.24684,-97.7446,Entire home/apt,495,3,9,2018-05-28,0.14,1,266
909000,Modern 3/2-Near Zilker Park (SXSW Rental),3364679,Russ,,78704,30.25353,-97.79133,Entire home/apt,520,4,4,2017-03-15,0.06,1,365
910250,"""5 min's from everything Austin...""",4882441,Valentina,,78704,30.2612,-97.76586,Entire home/apt,115,3,33,2019-03-12,0.44,2,276
910696,Mid-Century Modern w/ spacious yard,4885519,Meredith,,78704,30.24619,-97.73733,Entire home/apt,350,4,8,2016-10-10,0.11,1,0
910957,SXSW Chic cozy pad,4886183,Salvador,,78705,30.29938,-97.74284,Private room,375,1,0,,,1,365
911955,Zilker House Comfortable Walkable 1930s Home,4893298,Mary,,78704,30.25163,-97.76862,Entire home/apt,155,2,268,2019-04-08,3.53,4,180
912847,"Recharge in a Modern, Two-Story Condominium in the Heart of Downtown",4899051,Chad,,78701,30.2646,-97.74006,Entire home/apt,699,2,172,2019-05-13,2.72,1,333
914067,Mueller Retreat - Near Downtown - Parks & Pool!,1268944,Will,,78723,30.29182,-97.70518,Entire home/apt,248,2,24,2019-04-30,0.38,1,45
915082,SoCo: Ultra-Modern 2 bed 2 bath privacy & location,4912146,Deacon,,78704,30.23855,-97.75454,Entire home/apt,135,2,73,2019-05-12,0.98,5,140
915150,Eastside Zenpalace,4912454,Ishrat,,78702,30.2672,-97.71609,Entire home/apt,300,2,8,2019-03-17,0.11,2,201
916328,SXSW Duplex minutes to Downtown!,1862183,Kindal,,78704,30.23936,-97.78139,Entire home/apt,350,5,0,,,1,365
917823,Beautiful mid-century modern home in Wooten park,4918228,Kevin,,78757,30.36243,-97.71927,Entire home/apt,70,2,14,2019-05-12,3.26,1,48
917932,The Railyard Oasis Located Downtown,4929310,Ryan,,78701,30.26595,-97.74144,Entire home/apt,349,1,181,2019-04-15,2.39,25,297
918204,Heart of Austin /Downtown SOLA  3/1,4094761,Laura,,78704,30.2358,-97.77793,Entire home/apt,129,2,198,2019-05-11,3.14,2,318
918416,*Reduced Price* SXSW Near Downtown,4932225,Matt,,78751,30.31505,-97.73248,Entire home/apt,480,2,0,,,1,365
918617,"New Resort Style Pool, Gym, Wifi ! ",4933902,Lauren & Andrew,,78753,30.39472,-97.66879,Private room,150,1,0,,,1,365
919389,"In the heart of Holly, near the lake",2061620,Cecilia,,78702,30.25222,-97.71364,Entire home/apt,185,2,44,2019-03-31,0.59,2,39
920034,The Cottage at Duval Garden,4943630,Paul,,78751,30.29928,-97.73025,Entire home/apt,135,3,88,2019-05-06,1.74,2,279
920038,House at Duval Garden,4943630,Paul,,78751,30.30048,-97.73025,Entire home/apt,500,3,21,2019-03-25,0.41,2,138
921018,Handcrafted Home / East Downtown,2176883,Raina & Aaron,,78702,30.26746,-97.73127,Entire home/apt,575,2,6,2019-03-12,0.08,1,10
923138,Nice SXSW Rental Starting 3/8/13,4964070,Michael,,78723,30.31635,-97.68109,Private room,225,5,0,,,1,365
923150,Crestview Modern,3521167,Ann,,78757,30.34779,-97.72614,Entire home/apt,225,2,5,2019-03-11,0.07,1,359
925342,UT Football/SXSW/ACL/F-1/Bass Hall,1890605,Carlton,,78705,30.28843,-97.7315,Entire home/apt,175,3,10,2019-03-19,0.16,2,365
925943,SXSW Housing!,4981882,Jim,,78753,30.37743,-97.68401,Entire home/apt,400,1,0,,,1,365
925980,Luxury Hill Country Condo Awaits...,3175045,Ryan,,78749,30.2253,-97.86655,Private room,7000,3,2,2016-08-30,0.03,1,0
926034,The Lake House on Lake Austin,412711,Niles,,78746,30.34527,-97.79186,Entire home/apt,950,2,45,2019-04-28,0.65,1,114
926804,Remodeled Mid-Century DownTown Gem,4980115,Matthew,,78741,30.23988,-97.7335,Entire home/apt,855,3,4,2015-03-18,0.05,1,365
927419,Pee-Wee's Playhouse,4990349,Haley,,78704,30.24805,-97.75869,Entire home/apt,615,2,7,2018-03-14,0.11,1,365
927670,"Casual, Eclectic and Convenient",4992179,Lenore,,78704,30.23972,-97.76318,Private room,62,30,32,2019-03-17,0.43,1,131
929543,South Congress Hip & Clean Cottage,347512,Carol,,78704,30.23928,-97.74653,Entire home/apt,500,4,5,2014-11-29,0.07,1,363
929579,SXSW CLOSE TO DOWNTOWN!!!,5004628,Lauren,,78703,30.27617,-97.76189,Entire home/apt,800,5,0,,,1,365
929801,Gorgeous SXSW Home 6 min from Dtwn!,422924,Andrea,,78702,30.25884,-97.73199,Entire home/apt,1100,3,1,2013-03-15,0.01,1,365
929942,Cozy Home Near Breweries & Domain!,413470,Day,,78758,30.37287,-97.70829,Private room,56,2,9,2016-04-09,0.18,1,353
929974,Cozy Artist Condo in the Heart of South Lamar,5008436,Susie,,78704,30.23421,-97.78471,Private room,70,2,5,2019-03-15,0.07,1,365
931667,Quiet and Convenient for SXSW ,3084105,Terry,,78704,30.24605,-97.74351,Entire home/apt,300,2,6,2015-03-22,0.08,1,363
932231,Central Austin Luxury Guest House,1335409,Eric,,78703,30.27914,-97.75668,Entire home/apt,190,2,46,2019-04-14,0.61,2,219
933868,Full house near South Congress!,1977547,Katherine,,78704,30.24494,-97.74004,Entire home/apt,350,30,5,2018-05-26,0.07,1,254
934074,Chic Hyde Park Casita,5037631,Mark & Monica,,78751,30.30295,-97.72932,Entire home/apt,155,2,88,2019-05-05,1.17,1,351
934471,Big bright room in Old West Austin/Clarksville,5041228,Andrea,,78701,30.27494,-97.75043,Private room,148,2,3,2017-03-13,0.04,1,0
934579,Great yard–Bright rooms–Near it all,5040744,Manuel & David,,78756,30.32397,-97.73349,Private room,69,3,15,2019-04-29,0.40,1,29
936193,ACL Awesome Fun House +TIKIBAR /OutdoorGame Action,76356,Kara,,78704,30.25703,-97.76415,Entire home/apt,348,3,74,2019-04-28,2.36,3,318
936267,Great South Austin House,361211,Zachary,,78745,30.20375,-97.82906,Entire home/apt,161,1,0,,,1,355
936349,"Near Apple, Dell, ebay w/breakfast",2121044,J,,78729,30.45617,-97.75695,Private room,75,2,41,2017-09-04,0.55,2,363
936496,EZ Camping = SxSAustin3,1568741,Jim O',,78745,30.20821,-97.77038,Entire home/apt,14,2,13,2019-03-26,0.17,12,364
937157,"Monthly 3BR Condo with King size bed, Garage, W/D",5059228,Haley And Raul,,78741,30.24315,-97.73452,Entire home/apt,207,29,83,2019-04-29,1.11,1,273
937801,Perfect Condo in Heart of Austin!,5061930,Jill,,78704,30.23592,-97.78528,Entire home/apt,150,1,44,2019-04-29,0.59,1,362
937923,"ARTISTS HOME!! SXSW Close to airport, F1, Downtown",230553,Sevylla,,78744,30.20087,-97.7533,Entire home/apt,180,3,18,2019-03-19,0.24,2,359
938175,Lovely Mid-Century Home!,5066632,Clarisse And Julia,,78721,30.27298,-97.68791,Entire home/apt,150,4,22,2018-11-05,0.33,1,286
940168,Austin Sky Suite - Downtown Luxury,4929310,Ryan,,78701,30.26512,-97.73872,Entire home/apt,118,180,0,,,25,365
942357,Crash Camping SXSW Downtown/East Side,1246229,Elizabeth,,78702,30.25389,-97.72557,Entire home/apt,65,1,8,2018-03-17,0.11,4,0
942588,1300 sq ft Villa near Downtown,5097393,Jonas,,78745,30.19707,-97.80803,Entire home/apt,500,4,0,,,1,365
942643,Room - SW Austin - 10 min to SXSW,2292484,Paul,,78749,30.22439,-97.8773,Private room,175,4,0,,,1,365
942734,Clarksville Guest House - Downtown,3536176,David,,78703,30.27886,-97.75973,Entire home/apt,500,1,7,2019-03-14,0.09,1,365
942843,Enjoy SXSW and ACL in quiet comfort,5099514,Puru,,78753,30.38086,-97.67032,Entire home/apt,275,3,1,2013-07-31,0.01,1,133
942883,UT Downtown Birdnest Peristine Condo w/VIEWS,1343838,Lupe,,78705,30.29943,-97.73549,Entire home/apt,95,2,162,2019-04-20,2.35,1,120
942976,East Austin - UT Area Entire Home,5100685,Colleen,,78722,30.29399,-97.71746,Entire home/apt,195,2,30,2018-02-18,0.40,3,0
943528,"Downtwn: Convention Ctr, SXSW, Free Parking",5104710,Mark,,78701,30.26609,-97.74175,Entire home/apt,200,1,416,2019-05-03,5.54,1,332
945590,"Close to Downtown for ACL, F1 or SX",5122558,Scott,,78746,30.27986,-97.79904,Entire home/apt,900,5,0,,,1,365
945803,EZ Camping is in SxSAustin!5,1568741,Jim O',,78745,30.2095,-97.76914,Entire home/apt,14,2,65,2019-04-04,0.87,12,365
945830,Artist Retreat in Hip East Austin,601159,Mychal,,78722,30.29115,-97.71075,Entire home/apt,234,3,16,2019-03-16,0.21,1,106
946813,Upper East Side SXSW Retreat,5130794,Rob,,78723,30.31371,-97.69227,Entire home/apt,399,5,0,,,1,365
947392,Quaint Guest Bedroom near Downtown ,5134711,Brian And Cheryl,,78757,30.3661,-97.73556,Private room,99,1,0,,,1,365
947412,South Austin Charmer 10mins dwntwn,4437388,Stacey,,78745,30.20038,-97.79538,Entire home/apt,125,3,30,2019-04-08,0.48,7,188
947423,East DT Austin home for SXSW!!,5134988,Ben,,78702,30.25977,-97.69713,Private room,250,3,0,,,1,365
947632,Downtown Condo in Heart of Action,5136528,Ryan,,78701,30.26685,-97.74268,Entire home/apt,995,4,1,2015-03-17,0.02,1,109
947863,"ACL / F1 / SXSW , 5 min to downtown",417287,Tracey,,78704,30.24843,-97.78449,Private room,95,1,16,2018-10-15,0.25,1,357
948810,Downtown 2 Bedroom Townhouse,5144358,Paul,,78701,30.27545,-97.75,Entire home/apt,120,4,5,2019-04-28,0.34,1,318
949054,♥ of Downtown w/free parking! Sleeps 8 in 7 beds♥,974631,Austin,,78701,30.26663,-97.74131,Entire home/apt,499,1,135,2019-04-15,1.84,11,62
949211,Rooms For Rent in Beautiful House,490170,Jeffrey,,78725,30.26069,-97.66668,Private room,100,2,0,,,1,177
949685,"Heart of Soco, Nestled in Treetops",1164019,Justin,,78704,30.24668,-97.74812,Private room,129,2,168,2019-05-01,2.24,1,315
951272,Downtown Austin Texas Condo,1648173,Kristen,,78701,30.28086,-97.74529,Entire home/apt,107,1,631,2019-04-23,8.38,2,302
951773,"ON THE WATER! KAYAK, SUP, FISHING & SUNSETS!!!",1651456,Lydia,,78732,30.39226,-97.89249,Private room,85,2,80,2019-05-05,1.69,2,302
953345,RM W/KING  CLOSE TO DOWNTOWN!!!!,2374829,John,,78741,30.2237,-97.68995,Private room,88,1,3,2014-06-26,0.04,5,365
953608,Nice house in great south neighborh,408347,Patricia,,78748,30.15948,-97.84542,Entire home/apt,150,5,4,2016-03-23,0.06,1,364
954116,Tiny House- Best central location!,5181843,Amy,,78704,30.24366,-97.73849,Entire home/apt,148,2,193,2019-04-28,2.57,1,168
955519,Birchwood Beauty in SxSAustin,1568741,Jim O',,78745,30.2086,-97.76882,Entire home/apt,200,3,0,,,12,364
955612,Downtown Entertainment Spacious Private Backyard,5192335,Chloe,,78741,30.21901,-97.72916,Entire home/apt,195,2,110,2019-04-29,1.71,1,349
957282,Greenbelt Haven - New Listing,5202192,Patrick And Michele,,78704,30.26009,-97.77848,Entire home/apt,1000,3,2,2019-04-22,1.02,1,42
957405,Entire 2nd Floor of Home for 4 ppl,5206723,Jeannette,,78746,30.32112,-97.8298,Private room,350,1,0,,,1,365
957717,Austin Mueller - 3 mis from center,2565359,Benjamin,,78723,30.29183,-97.70553,Private room,800,1,2,2015-03-19,0.04,1,365
958172,An Artist’s  Downtown Paradise....,3828170,Donna,,78702,30.25461,-97.7218,Entire home/apt,75,3,207,2019-04-28,2.76,2,72
958198,Gnome Sweet Gnome!,138887,Sarah,,78748,30.17592,-97.80361,Entire home/apt,115,5,4,2018-12-29,0.08,1,133
958210,"East Austin Upstairs, 3 BR Near Downtown/Lake",2852262,Kate,,78702,30.2523,-97.72553,Entire home/apt,225,2,141,2019-05-05,1.88,1,192
959555,Elegant Casual Escape in the Oaks,5221908,Donna And Tom,,78704,30.26344,-97.7645,Private room,90,2,165,2019-05-12,2.43,2,345
959630,"Modern, Spacious Zilker apartment",5215945,John And Melissa,,78704,30.25447,-97.76803,Entire home/apt,150,3,140,2019-04-27,1.90,1,263
960315,Beautiful 5 room hardwood home!,4717260,Tony,,78752,30.32493,-97.71633,Entire home/apt,241,2,123,2019-04-27,1.67,2,339
960376,Sunny Room in Central East Austin,4845892,Willard,,78702,30.27298,-97.71074,Private room,49,2,9,2016-10-09,0.23,1,0
960435,The Fleur de Lis Room,5229039,Carol,,78736,30.23469,-97.89949,Private room,75,2,4,2015-10-03,0.06,1,0
961883,Historical Loft with Capitol View!!,3389824,Raquel + Jacob,,78701,30.26993,-97.74358,Entire home/apt,145,1,316,2019-05-10,4.34,3,111
962639,"1/1 Bungalow close to SXSW UT,Downtown,",5244823,Ruth,,78751,30.31126,-97.72177,Entire home/apt,120,2,51,2019-04-22,0.73,1,168
962704,ECLECTIC SOUTHSHORE 1/B/1b Duplex,2200456,Tressa,,78741,30.23218,-97.69227,Entire home/apt,125,1,1,2018-03-31,0.07,8,342
963962,Modern house in SoCo,5253233,Robert And Gigi,,78704,30.233,-97.76062,Entire home/apt,350,3,22,2019-04-15,0.68,1,175
964420,Exp SW Austin w/ Privacy - Close to downtown,5257304,Lauren,,78749,30.21426,-97.84239,Private room,65,2,1,2018-03-14,0.07,2,73
964847,Walk to ACL -1 mile to Springs!,5260619,Diana,,78746,30.25821,-97.79283,Entire home/apt,150,2,46,2019-05-05,0.63,1,331
965572,"SXSW / ACL - Big house w/Pool, more",5255496,Craig,,78749,30.22653,-97.86882,Private room,250,4,0,,,1,365
966550,"Walk to any venue, downtown Austin",5272754,Clay,,78702,30.2731,-97.71986,Entire home/apt,295,3,0,,,1,365
967091,Central Austin Bungalow !!!,1384553,Joanie,,78751,30.31856,-97.71961,Private room,400,3,0,,,1,365
968725,SOCO Cottage near downtown License # OL (Phone number hidden by Airbnb),5288195,Jim,,78704,30.23405,-97.74964,Entire home/apt,250,3,24,2019-04-14,1.09,1,319
968760,Camp EZ in SxSAustin7,1568741,Jim O',,78745,30.20869,-97.77054,Entire home/apt,14,3,15,2019-01-10,0.20,12,364
968817,CampEZ in SxSAustin8,1568741,Jim O',,78745,30.21003,-97.7694,Entire home/apt,14,3,12,2019-03-11,0.16,12,365
968844,East side Hot House - Walk to Downtown & Rainey St,5289039,Christina,,78702,30.25107,-97.72451,Entire home/apt,174,4,9,2019-04-26,0.14,1,252
968883,The Forest Retreat,169512,Charlotte,,78704,30.24645,-97.73831,Entire home/apt,145,3,27,2019-03-24,0.49,3,225
969258,Barton Hills Abode 2/2,5292474,Daris And Tom,,78704,30.2536,-97.77836,Entire home/apt,349,4,1,2014-10-14,0.02,1,133
969561,Two bedroom suite and breakfast. 20 min downtown,5295332,Ellen,,78731,30.32584,-97.76619,Private room,95,2,104,2019-04-07,1.63,1,0
969565,"Central, light, bright Cottage",5225616,Baylor,,78703,30.27304,-97.7534,Entire home/apt,150,4,20,2019-02-22,0.30,2,351
971055,"Cozy Quiet StudioApt, Super Close to UT",4349514,Alex,,78705,30.29468,-97.73941,Entire home/apt,70,2,58,2018-12-07,0.91,1,134
972440,Private Room For SXSW - ($80),4102502,Ryan,,78753,30.38649,-97.66275,Private room,80,3,0,,,1,365
972878,Creekside Bungalow on Johnson Creek Greenbelt,5319009,Allix,,78703,30.28991,-97.76323,Entire home/apt,89,2,145,2019-04-21,3.17,2,338
973313,Downtown Garage Studio,274880,Craig,,78741,30.24095,-97.73029,Entire home/apt,85,5,95,2019-04-25,1.27,1,53
973664,Charming 3/2 in the Heart of Austin,5323769,Kendel,,78704,30.24415,-97.74386,Entire home/apt,116,30,5,2019-04-08,0.07,1,229
975093,Room + Bath - SoCo / Near DOWNTOWN,266202,Arif,,78704,30.24423,-97.74777,Private room,85,3,33,2019-05-05,0.48,1,350
977492,Private Studio in Modern Crash Pad,4725234,Roman & Andrea,,78702,30.25212,-97.72379,Entire home/apt,130,2,334,2019-05-07,4.45,2,77
977906,Hyde Park Treehouse Apartment,5350399,Chris,,78705,30.29822,-97.73275,Entire home/apt,115,3,1,2019-03-19,0.53,2,359
978089,Private Bedroom for SXSW,5352009,Daniel,,78722,30.28573,-97.72013,Private room,200,1,1,2013-03-12,0.01,1,365
978566,Furnished Modern Home Soco SXSW,5356163,Benjamin,,78704,30.22915,-97.7647,Private room,260,5,3,2014-10-14,0.05,2,365
978680,"Spectacular secluded, wooded valley retreat",2851885,Bart,,78746,30.31618,-97.79989,Entire home/apt,225,1,13,2019-05-06,0.54,1,168
980203,Modern House on East 8th St.,1689329,Eric,,78702,30.26278,-97.71601,Entire home/apt,375,2,49,2019-05-05,0.65,1,154
980424,"4 blocks to E6th! Add 2nd Unit Option, 6 to 9 beds",5367671,Jeremy,,78702,30.25808,-97.72577,Entire home/apt,576,2,111,2019-04-28,1.77,3,165
980785,SXSW Hi-Rise Apartment!!!!,4255546,Matt,,78705,30.28408,-97.74417,Private room,350,1,0,,,1,365
981020,Chic Barton Creek Waterfront Estate,4929310,Ryan,,78735,30.29654,-97.86288,Entire home/apt,1399,365,0,,,25,365
981601,Historic Hyde Park Home -  ACL Fest,5363972,Angela,,78751,30.30631,-97.7329,Private room,480,2,0,,,1,0
983864,♥ of Downtown/Free Parking/Sleep 8 in 5 beds!! ♥,974631,Austin,,78701,30.26513,-97.74246,Entire home/apt,499,1,97,2019-04-14,1.32,11,76
985426,Casa de Desai East Austin Private Bedroom,1726785,Sid,,78702,30.27468,-97.70331,Private room,35,30,12,2019-04-01,0.16,2,292
986136,SoCo anyone? 2 miles south for SXSW,5411754,Jason,,78704,30.22577,-97.75327,Entire home/apt,480,1,0,,,1,365
987113,"Modern Townhome, Heart of SoLa, Room A",4666240,Douglas,,78704,30.24604,-97.77,Private room,49,2,138,2019-05-07,1.87,2,93
987948,Studio Apartment East Austin,3906921,Madeline,,78702,30.26125,-97.735,Entire home/apt,120,1,92,2019-04-27,3.49,1,71
987954,Downtown Austin Bungalow,2954313,Laura,,78702,30.26461,-97.72974,Entire home/apt,392,2,70,2019-04-29,0.96,1,283
988173,"Small, clean Casita in SxSAustin",1568741,Jim O',,78745,30.20867,-97.77081,Entire home/apt,60,2,4,2019-03-14,0.06,12,365
992903,Edhellond - Large Room in Downtown-East Austin,5438095,Mathew,,78702,30.26305,-97.70771,Private room,55,1,75,2019-05-04,1.05,3,352
996332,Carbon Neutral Oasis in Austin,5473957,Susanna,,78704,30.24967,-97.75594,Private room,95,2,182,2019-04-13,2.89,1,233
999823,Fantastic Apartment - Right in the Heart of SoCo,6386445,Nan,,78704,30.24802,-97.75141,Entire home/apt,110,2,228,2019-05-06,3.80,3,146
1001303,Contemporary Cottage,5467931,Jennifer,,78757,30.33668,-97.72705,Entire home/apt,225,2,33,2019-05-05,0.91,2,151
1001673,Cozy Cobalt SXSW Room N. Lamar,5509090,Ben,,78758,30.35706,-97.70851,Private room,59,2,21,2019-03-17,0.33,1,89
1007322,The 78701 - 2BR Downtown/ConvCenter,5540919,Jiri,,78701,30.26515,-97.74001,Entire home/apt,249,2,120,2019-04-22,1.89,1,44
1008703,South Central Austin House w/ High-Speed Internet!,639718,A.,,78745,30.2108,-97.81143,Entire home/apt,69,30,13,2018-11-07,0.18,1,316
1009806,♥Stay in the ♥ of Downtown w/free parking!!♥,5555499,David,,78701,30.26578,-97.74079,Entire home/apt,149,1,79,2019-03-28,1.08,1,50
1013523,The Downtowner-ATX 3BR/2BA +Parking,4437388,Stacey,,78701,30.26609,-97.74282,Entire home/apt,250,3,148,2019-05-05,2.33,7,49
1013629,Eastside Private Studio,5575763,Yvonne & Cameron,,78702,30.25929,-97.71145,Entire home/apt,90,2,308,2019-05-06,6.05,1,319
1021139,Backyard Cottage in Central Austin,5620519,Steve,,78722,30.29087,-97.71895,Entire home/apt,90,1,789,2019-05-11,10.70,1,290
1024597,Blue Room Downtown Mansion,5641001,Blair,,78701,30.27045,-97.74747,Private room,137,3,78,2019-05-04,1.05,1,355
1024819,Tiny Zen Cabin in Heart of Austin,4635658,Tracy,,78705,30.30107,-97.74039,Entire home/apt,52,1,514,2019-04-29,6.92,2,76
1034604,WALK TO ACL! | Private Pool | 5 bed/4 bath house.,5694515,Suzanne,,78704,30.26268,-97.77688,Entire home/apt,800,2,6,2019-03-17,0.35,1,42
1042961,SXSW Casita East Austin near Downtown & Airport!,5742468,Marisse,,78741,30.22205,-97.72255,Entire home/apt,220,3,3,2019-03-13,0.21,1,0
1046422,Licensed Downtown 2bed/2bath! WalkScore99+Parking!,5761073,Vannak And Veronica (V2),,78701,30.26513,-97.74144,Entire home/apt,205,2,87,2019-04-27,1.20,2,107
1048859,Lofty Central Austin Condo,5775128,Derek,,78741,30.22493,-97.74014,Entire home/apt,85,2,131,2019-04-29,2.08,1,72
1049106,Josephine House,5776937,Jessica,,78704,30.25848,-97.75949,Entire home/apt,1090,2,1,2016-03-17,0.03,2,259
1059128,"Spacious 3/2 House, 10min to Dwntwn",422589,John,,78752,30.32896,-97.68712,Entire home/apt,219,2,112,2019-04-28,1.63,1,249
1074064,Private room in a House North West Austin,2201286,Harshan,,78717,30.48869,-97.77277,Private room,35,5,7,2019-03-18,0.13,2,333
1079379,Private Bed&Bath w/Balcony-Pets OK,5894556,Victoria,,78704,30.24263,-97.77153,Private room,67,30,66,2017-10-15,0.97,1,160
1080704,Downtown Austin Condo,1648173,Kristen,,78701,30.28,-97.74403,Entire home/apt,107,1,561,2019-05-03,7.60,2,137
1080879,"Modern Townhome, Heart of SoLa, Room B",4666240,Douglas,,78704,30.24573,-97.77192,Private room,49,2,108,2019-03-16,1.46,2,28
1086338,Room available in Gorgeous Condo,1822421,Sandra,,78741,30.24411,-97.72525,Private room,519,360,0,,,1,365
1109489,Immaculate suite 10 minutes to downtown Austin,6090278,Tim,,78723,30.30537,-97.69642,Private room,60,1,185,2019-04-29,2.54,2,192
1117880,"Spacious, Contemporary, Comfy Home",5920345,Anique,,78748,30.15597,-97.80339,Entire home/apt,209,2,60,2019-05-06,0.90,1,249
1125837,Your perfect company SXSW downtown home,2928693,Kate,,78703,30.27636,-97.75888,Entire home/apt,1900,2,8,2019-04-07,0.16,1,0
1126920,Welcoming Austin Home with Tons of Outdoor Space,6182474,Ashley,,78704,30.24345,-97.75602,Entire home/apt,575,2,168,2019-04-28,2.42,2,317
1135629,"Charming Craftsman Cottage, 2019",6229799,Yoav,,78702,30.25948,-97.73205,Entire home/apt,400,3,4,2017-03-15,0.06,1,117
1143126,Entire home/apt in Austin for SXSW,6109200,Adeola,,78705,30.29418,-97.7348,Entire home/apt,240,1,0,,,1,365
1143385,Hidden South ATX Getaway-S. Lamar!!,3817155,Daniel,,78704,30.23072,-97.78355,Entire home/apt,200,2,0,,,1,365
1144900,Modern Studio on Lady Bird Lake,5520819,Cindy,,78704,30.25307,-97.74147,Entire home/apt,50,90,4,2018-11-25,0.13,1,225
1148536,An East Austin Traveler Paradise,802614,Amit,,78702,30.2557,-97.73613,Entire home/apt,325,2,184,2019-05-05,2.56,4,334
1157268,The Convention Center's Grand Loft,4929310,Ryan,,78701,30.26428,-97.7399,Entire home/apt,349,1,123,2019-03-11,1.76,25,311
1157317,The Cosmo at the Convention Center,4929310,Ryan,,78701,30.26432,-97.74107,Entire home/apt,575,1,125,2019-04-15,1.87,25,327
1162922,Downtown Poolside Getaway On 4th St,4929310,Ryan,,78701,30.26592,-97.74216,Entire home/apt,179,1,129,2019-04-17,1.82,25,331
1165854,Duplex set up as a Corporate Suite,5766765,Holly,,78704,30.25642,-97.75579,Entire home/apt,85,7,19,2019-05-01,0.49,2,347
